link,cpu,ram,hdd,ssd,graphic_ram,screen_size,stock_status,price
https://api.torob.com/v4/base-product/details-log-click/?prk=281b99d1-f040-4c02-bfd4-9fa968a8fe13,Core i7,32 gb,,1 tb,4 gb,13.5 inch,new,89995000
https://api.torob.com/v4/base-product/details-log-click/?prk=efc863f8-d78e-42c1-afb1-1dac6c5be604,Core i5,8 gb,,1 tb,4 gb,15.6 inch,new,33979000
https://api.torob.com/v4/base-product/details-log-click/?prk=359afbd0-f3f3-4bda-a0fd-49fe46f42ae2,Core i5,8 gb,,512 gb,4 gb,17.3 inch,new,45633000
https://api.torob.com/v4/base-product/details-log-click/?prk=9f2e8d8a-66e4-40a8-8817-95ae02d66b1e,Core i3,4 gb,,512 gb,unified,14 inch,new,17889000
https://api.torob.com/v4/base-product/details-log-click/?prk=059dedac-08c3-4705-badb-14b2e4e6a2dd,Core i7,16 gb,,512 gb,2 gb,15.6 inch,stock,15490000
https://api.torob.com/v4/base-product/details-log-click/?prk=1326b33c-bd60-45b9-9f82-440022c49320,Core i7,16 gb,,256 gb,unified,13.5 inch,new,76400000
https://api.torob.com/v4/base-product/details-log-click/?prk=5557388d-9c5e-4bba-af57-5e06444af926,Core i9,32 gb,,1 tb,8 gb,15.6 inch,new,94998000
https://api.torob.com/v4/base-product/details-log-click/?prk=4d354505-eacb-4987-898f-e518061885c0,Core i7,32 gb,,2 tb,6 gb,16 inch,new,69588820
https://api.torob.com/v4/base-product/details-log-click/?prk=69aa8e90-741a-42e9-83e7-f3908ea7afd5,M1,8 gb,,512 gb,unified,13 inch,new,65400000
https://api.torob.com/v4/base-product/details-log-click/?prk=199600d4-28c1-4f5a-9d5a-f6a431c48b05,Ryzen 7,16 gb,,512 gb,6 gb,15.6 inch,new,42770000
https://api.torob.com/v4/base-product/details-log-click/?prk=14892eda-699d-4d72-9813-e626e55fa7c9,Ryzen 5,8 gb,,256 gb,4 gb,15.6 inch,stock,0
https://api.torob.com/v4/base-product/details-log-click/?prk=ce7f49b2-46dc-4a12-baac-4a6302d971e2,Core i7,12 gb,,512 gb,2 gb,15.6 inch,new,29870000
https://api.torob.com/v4/base-product/details-log-click/?prk=83273fef-b1c9-42c1-aa2a-340197d7f9c2,Ryzen 7,16 gb,,1 tb,8 gb,16 inch,new,53890000
https://api.torob.com/v4/base-product/details-log-click/?prk=17e3a57b-583e-4a88-8fa0-9e16db939cc9,A6,4 gb,,256 gb,512 mb,13.3 inch,new,9800000
https://api.torob.com/v4/base-product/details-log-click/?prk=b6301186-3d87-4b47-9909-87cfde6b9bf0,Core i3,12 gb,,512 gb,2 gb,15.6 inch,new,15290000
https://api.torob.com/v4/base-product/details-log-click/?prk=5fe4224f-3caa-4267-887a-7bf25a7af390,,,,,,15 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=6123b805-b81b-44f5-b76f-9f33da57dcf6,Xeon,,,512 gb,,15 inch,new,32700000
https://api.torob.com/v4/base-product/details-log-click/?prk=76fbcd7d-e6c7-4097-81e3-e1d97312d073,Ryzen 3,16 gb,,512 gb,2 gb,15.6 inch,new,18110000
https://api.torob.com/v4/base-product/details-log-click/?prk=e45a2f61-736b-427f-9a39-84f25cfe6d64,Ryzen 7,32 gb,,1 tb,6 gb,16 inch,new,62588820
https://api.torob.com/v4/base-product/details-log-click/?prk=e691cf10-6cac-4c98-be3c-17ab68931f6f,Core i7,8 gb,,512 gb,2 gb,15.6 inch,new,27084000
https://api.torob.com/v4/base-product/details-log-click/?prk=6cae640e-a073-437f-a3b0-0c68cd7cb2b5,Athlon,4 gb,,128 gb,unified,11 inch,new,9438000
https://api.torob.com/v4/base-product/details-log-click/?prk=d49af2d8-98a4-43c9-911f-736dd372e6fe,Core i3,8 gb,,512 gb,unified,15.6 inch,new,17900000
https://api.torob.com/v4/base-product/details-log-click/?prk=3981a0e6-8377-4315-8f36-20ad7df9ebc9,Core i5,16 gb,,512 gb,8 gb,14 inch,new,34900000
https://api.torob.com/v4/base-product/details-log-click/?prk=27096f40-92d4-46f0-90a7-3c5caeb1484a,Core i5,8 gb,1 tb,128 gb,2 gb,15.6 inch,new,24500000
https://api.torob.com/v4/base-product/details-log-click/?prk=6f0c3181-9fd5-443d-9a4c-42ef737c77fd,Core i7,16 gb,,1 tb,4 gb,15.6 inch,new,43499000
https://api.torob.com/v4/base-product/details-log-click/?prk=6c1a0196-0850-4957-9428-d5cd5d8607ff,,,,,,,new,35444000
https://api.torob.com/v4/base-product/details-log-click/?prk=e85d8e1e-0397-4edb-b1c4-d53f0ca7b69f,Core i3,4 gb,,256 gb,2 gb,15.6 inch,new,17300000
https://api.torob.com/v4/base-product/details-log-click/?prk=310e65a5-7b64-4b33-9712-ceb849d168b1,Core i5,8 gb,,2 tb,,13.3 inch,stock,10350000
https://api.torob.com/v4/base-product/details-log-click/?prk=cf980679-994d-4c5f-9488-6a1a25aaadb1,Core i7,16 gb,,256 gb,4 gb,13.5 inch,new,52500000
https://api.torob.com/v4/base-product/details-log-click/?prk=3465389c-af44-4063-8c31-583ded948c10,Core i3,8 gb,1 tb,128 gb,2 gb,15.6 inch,new,15300000
https://api.torob.com/v4/base-product/details-log-click/?prk=e91a4f51-b664-4760-bd76-d553254ba2d7,Core i5,,,,,,stock,16800000
https://api.torob.com/v4/base-product/details-log-click/?prk=eb0b769f-5909-49cf-88e7-27587a3c4e73,Core i7,8 gb,,512 gb,4 gb,15.6 inch,new,45800000
https://api.torob.com/v4/base-product/details-log-click/?prk=4253594d-fced-471e-9583-c365cfdde839,Core i7,16 gb,,512 gb,8 gb,15.6 inch,new,67800000
https://api.torob.com/v4/base-product/details-log-click/?prk=562bb4ca-c6c9-4969-b6f7-a4d261a41f04,Ryzen 5,16 gb,,512 gb,4 gb,16.1 inch,new,32700000
https://api.torob.com/v4/base-product/details-log-click/?prk=0645fa36-4d70-4e2e-b030-c7314a707fb8,Core i5,8 gb,,256 gb,unified,14 inch,new,35390000
https://api.torob.com/v4/base-product/details-log-click/?prk=5e8188fa-e884-48d6-be32-785e72a765fe,Core i5,16 gb,1 tb,1 tb,4 gb,15.6 inch,new,36867000
https://api.torob.com/v4/base-product/details-log-click/?prk=1cf3718e-ad10-40e1-8f75-bc86b744408f,Core i3,8 gb,,256 gb,unified,15.6 inch,new,16900000
https://api.torob.com/v4/base-product/details-log-click/?prk=0c6c83af-22cd-40bc-8983-da670685ef22,Ryzen 5,8 gb,,256 gb,2 gb,15.6 inch,new,36223000
https://api.torob.com/v4/base-product/details-log-click/?prk=262f630e-a948-4e51-9a04-81f429e7e046,Core i9,32 gb,,1 tb,16 gb,15.6 inch,new,136195000
https://api.torob.com/v4/base-product/details-log-click/?prk=6e109689-7a5c-4c4f-86fb-b6e0da7a7594,Core i5,8 gb,,256 gb,2 gb,15.6 inch,stock,9780000
https://api.torob.com/v4/base-product/details-log-click/?prk=0241df37-f27c-4a22-9950-8067033ae48b,M2,8 gb,,512 gb,unified,13.6 inch,new,70500000
https://api.torob.com/v4/base-product/details-log-click/?prk=f0f90a33-6e33-443f-9eee-4381212f34fc,Core i9,,,1 tb,,16.1 inch,new,89780000
https://api.torob.com/v4/base-product/details-log-click/?prk=e1377bec-3b41-430b-8f50-f9bf3bbfe2e0,,,,,,,stock,15400000
https://api.torob.com/v4/base-product/details-log-click/?prk=ccac788c-5ecd-48d4-9b48-7fb6e737ce89,Core i7,8 gb,,512 gb,2 gb,15.6 inch,new,32000000
https://api.torob.com/v4/base-product/details-log-click/?prk=df24293a-1a9d-4bb9-ac9a-141786ea800b,Core i3,4 gb,1 tb,,unified,15.6 inch,new,14499000
https://api.torob.com/v4/base-product/details-log-click/?prk=8c0d9619-64a8-45d2-969d-df144e827a1b,Ryzen 5,16 gb,,1 tb,4 gb,15.6 inch,new,47900000
https://api.torob.com/v4/base-product/details-log-click/?prk=a2f596c0-3cf5-40c1-8172-b454bc8d3633,Core i7,32 gb,,1 tb,4 gb,15.6 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=ab9b1b49-de18-46c7-a45b-ea75d903440f,Core i7,16 gb,,1 tb,2 gb,13.9 inch,new,50000000
https://api.torob.com/v4/base-product/details-log-click/?prk=08fba5ff-1655-443d-a57a-1e702280816d,Core i7,16 gb,,512 gb,4 gb,15.6 inch,new,56879000
https://api.torob.com/v4/base-product/details-log-click/?prk=b829f04b-fc23-409f-86a0-9e5aff9308e2,Core i5,8 gb,1 tb,256 gb,2 gb,15.6 inch,new,22300000
https://api.torob.com/v4/base-product/details-log-click/?prk=f5bd2999-bf7b-4b06-8846-3d055a52e0bf,Core i9,16 gb,,2 tb,16 gb,18 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=63948fc4-a28b-4bc2-b5ab-9d9464d23198,Core i3,4 gb,,128 gb,unified,15.6 inch,new,17299000
https://api.torob.com/v4/base-product/details-log-click/?prk=bdfdedd4-8bd3-40c1-82b6-0df500a21776,,,,,,,new,8500000
https://api.torob.com/v4/base-product/details-log-click/?prk=5725ceb2-c615-4c7b-a002-ade3ecb54222,Ryzen 7,16 gb,,512 gb,4 gb,14 inch,new,56100000
https://api.torob.com/v4/base-product/details-log-click/?prk=e57a3ee2-8628-4f3f-b155-d0a4b795bdcf,M2,8 gb,,512 gb,unified,13.6 inch,new,69999000
https://api.torob.com/v4/base-product/details-log-click/?prk=6848079c-f2e4-4077-ab21-20438b1a1787,Core i7,16 gb,,512 gb,2 gb,13 inch,new,36100000
https://api.torob.com/v4/base-product/details-log-click/?prk=8586041f-762e-43a3-9d18-f76d56e6cc5e,Core i5,8 gb,,128 gb,,15.6 inch,stock,33990000
https://api.torob.com/v4/base-product/details-log-click/?prk=155ded89-8341-49fe-8fd1-0b9c6a30fabe,Celeron,4 gb,,128 gb,,10.1 inch,new,6800000
https://api.torob.com/v4/base-product/details-log-click/?prk=25594077-adde-4974-b739-d7b70a7dcd37,Core i7,16 gb,,,,13.4 inch,new,100298000
https://api.torob.com/v4/base-product/details-log-click/?prk=0b53f00d-6ca0-4fbb-9d33-83df914bf7fc,Core i5,8 gb,1 tb,256 gb,2 gb,15.6 inch,new,22983000
https://api.torob.com/v4/base-product/details-log-click/?prk=f1da68e3-907b-4274-a1be-481f21cc567a,Ryzen 5,8 gb,,512 gb,unified,15.6 inch,new,22599000
https://api.torob.com/v4/base-product/details-log-click/?prk=d77ea369-c675-4438-b3b7-3f72906a3c3c,Core i5,,,128 gb,,12.3 inch,stock,24000000
https://api.torob.com/v4/base-product/details-log-click/?prk=cbbeccaa-5d27-4e1d-8737-83bef68b86c8,Ryzen 7,16 gb,,512 gb,4 gb,15.6 inch,new,30790000
https://api.torob.com/v4/base-product/details-log-click/?prk=599a830c-6aa1-40a2-80d2-36ce3489da0a,Celeron,4 gb,,256 gb,unified,15.6 inch,new,8700000
https://api.torob.com/v4/base-product/details-log-click/?prk=fd4d2095-ea37-403b-a6ce-f9cb0f53c63f,Core i3,4 gb,1 tb,,unified,14 inch,new,16600000
https://api.torob.com/v4/base-product/details-log-click/?prk=00059ba6-bd34-44b3-9245-929748c32224,Core i5,8 gb,,256 gb,,12.5 inch,new,10000000
https://api.torob.com/v4/base-product/details-log-click/?prk=848e8256-58cc-445b-8442-542c0ea6bce4,Core i7,16 gb,,1 tb,6 gb,15 inch,new,38900000
https://api.torob.com/v4/base-product/details-log-click/?prk=baaffe11-67e3-4867-a070-17e2aa314b58,Core i9,32 gb,,,,,new,255500000
https://api.torob.com/v4/base-product/details-log-click/?prk=35f9ec07-d077-41d2-a859-26a87ee10b78,Core i9,16 gb,,1 tb,4 gb,13.4 inch,new,90300000
https://api.torob.com/v4/base-product/details-log-click/?prk=58bd3a06-cc09-40dd-85d6-7d113c09c919,Core i7,16 gb,,1 tb,4 gb,15.6 inch,new,45081000
https://api.torob.com/v4/base-product/details-log-click/?prk=fc766948-5c76-47ab-8a87-c6c56c27234f,Core i5,4 gb,120 gb,0 gb,,13 inch,stock,9000000
https://api.torob.com/v4/base-product/details-log-click/?prk=e7d5315d-1823-4ed8-96d4-f583fcca1a5b,Core i7,8 gb,,512 gb,2 gb,15.6 inch,new,32500000
https://api.torob.com/v4/base-product/details-log-click/?prk=ce9aa91b-cbf7-4454-b15c-2240e1898c5d,Core i7,16 gb,,512 gb,6 gb,15.6 inch,new,46480000
https://api.torob.com/v4/base-product/details-log-click/?prk=20afaec7-2395-4a57-a766-ac18288d53a3,Core i7,16 gb,,1 tb,8 gb,17.3 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=f6eef75b-b5ba-4453-8056-df30a603c5c8,Core i5,4 gb,,128 gb,unified,12.3 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=4704fa01-84fd-4d99-a669-85f353cbd862,Core i7,16 gb,,512 gb,unified,13.3 inch,new,45500000
https://api.torob.com/v4/base-product/details-log-click/?prk=ff272e62-b443-4221-b6d8-1e6f3607379c,Core i7,16 gb,,512 gb,6 gb,15 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=55117907-6296-40a4-9e9d-84046ded027b,Core i7,12 gb,1 tb,256 gb,2 gb,15.6 inch,new,27783000
https://api.torob.com/v4/base-product/details-log-click/?prk=33f77051-e888-42e1-895d-01ce0110de0f,Ryzen 7,16 gb,,512 gb,4 gb,15.6 inch,new,36490000
https://api.torob.com/v4/base-product/details-log-click/?prk=20260a57-3562-4acd-946d-f6bb4e9da12b,Core i7,16 gb,,512 gb,4 gb,15.6 inch,new,49980000
https://api.torob.com/v4/base-product/details-log-click/?prk=95b41e35-77dc-4327-a05a-400ac5f168dd,Core i9,16 gb,,1 tb,8 gb,16 inch,new,55500000
https://api.torob.com/v4/base-product/details-log-click/?prk=302f55f2-5e45-4daf-b146-3d8e71ea7d09,Core i7,16 gb,,512 gb,4 gb,15.6 inch,new,51890000
https://api.torob.com/v4/base-product/details-log-click/?prk=a0146148-4ea8-4491-bd03-da6fc96dd8fe,Core i7,16 gb,512 gb,512 gb,2 gb,15.6 inch,stock,16300000
https://api.torob.com/v4/base-product/details-log-click/?prk=7e9d94ba-c846-428c-9bad-61a00381588a,,,,,,,new,23800000
https://api.torob.com/v4/base-product/details-log-click/?prk=391f1bea-4edb-4627-a57d-b51a24e6bc75,Core i7,16 gb,,512 gb,,17 inch,stock,90000000
https://api.torob.com/v4/base-product/details-log-click/?prk=58bbf1da-aa9b-407c-bdaa-e2166d63215e,Celeron,4 gb,,256 gb,unified,15.6 inch,new,8520000
https://api.torob.com/v4/base-product/details-log-click/?prk=8933d8a4-9d98-43cb-9850-8f2886ada0e9,Core i7,12 gb,,,,15.6 inch,new,15000000
https://api.torob.com/v4/base-product/details-log-click/?prk=83e42497-c235-46d8-a216-0b7830a52b4a,Core i7,16 gb,,1 tb,4 gb,16 inch,new,48690000
https://api.torob.com/v4/base-product/details-log-click/?prk=8059e06e-e1a6-4890-b27a-72796145363f,Core i7,16 gb,,512 gb,unified,15.6 inch,new,28100000
https://api.torob.com/v4/base-product/details-log-click/?prk=1b78f11f-e954-40a9-82e1-c720381a9cf8,Core i7,16 gb,,1 tb,unified,13.3 inch,new,76264000
https://api.torob.com/v4/base-product/details-log-click/?prk=60c5ea5c-66be-4b6f-83fa-26b0613e6428,Core i7,,,,,,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=e1e343f0-cc0c-46d1-918d-39891d075bbf,Ryzen 5,16 gb,1 tb,256 gb,4 gb,15.6 inch,new,37680000
https://api.torob.com/v4/base-product/details-log-click/?prk=c2e6fde0-b0f0-4b61-a1cc-07164799e161,Core i7,16 gb,,512 gb,4 gb,15.6 inch,new,47500000
https://api.torob.com/v4/base-product/details-log-click/?prk=f28d6113-28b4-4d25-a5af-cac612faf810,Core i9,16 gb,,1 tb,12 gb,16 inch,new,161800000
https://api.torob.com/v4/base-product/details-log-click/?prk=bfe9e128-6588-4d17-bca2-721e728975c6,M2,32 gb,,1 tb,unified,16 inch,new,168200000
https://api.torob.com/v4/base-product/details-log-click/?prk=898d4e3c-9091-4740-8b0f-8801bccea4be,Celeron,4 gb,1 tb,128 gb,unified,15.6 inch,new,15700000
https://api.torob.com/v4/base-product/details-log-click/?prk=b9737c15-534a-441c-aa9c-8fcb1cfbbd66,Core i5,,,,,15 inch,stock,12700000
https://api.torob.com/v4/base-product/details-log-click/?prk=ddccf360-c15e-466b-91ca-9a042f89e087,Core i5,8 gb,,512 gb,unified,16 inch,new,26949000
https://api.torob.com/v4/base-product/details-log-click/?prk=45617c1b-0eb4-4a34-b493-689c6663e60e,Core i7,16 gb,,,2 gb,14 inch,new,28000000
https://api.torob.com/v4/base-product/details-log-click/?prk=92af54ea-c902-4ece-b3d9-32dc570da44e,Core i7,16 gb,1 tb,1 tb,8 gb,15.6 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=5886937e-6973-4c0d-b070-92fdfb57bcf0,Core i5,8 gb,1 tb,256 gb,4 gb,15 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=24657885-c662-4ead-9e7e-b929c448ce42,,,,,,,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=3892b884-fccb-442c-9319-d2cf1d51cf55,M1,64 gb,,4 tb,unified,16 inch,new,181390000
https://api.torob.com/v4/base-product/details-log-click/?prk=9bdf4d87-ab7d-40de-ab18-070f55b865bd,Ryzen 7,12 gb,1 tb,256 gb,2 gb,15.6 inch,new,23400000
https://api.torob.com/v4/base-product/details-log-click/?prk=67bfacb7-0579-4566-96de-678727a98d17,Core i5,8 gb,,256 gb,4 gb,,new,13500000
https://api.torob.com/v4/base-product/details-log-click/?prk=130546ad-72e4-4746-856c-3750eb69ff5e,,,,,,,stock,8690000
https://api.torob.com/v4/base-product/details-log-click/?prk=80d2fc3a-19ec-4d35-8372-a37b245da87a,Core i5,16 gb,,512 gb,4 gb,15.6 inch,new,35300000
https://api.torob.com/v4/base-product/details-log-click/?prk=4f9fcd20-1bf3-4450-b1a2-f0d15bda3e29,Ryzen 7,16 gb,,512 gb,4 gb,15.6 inch,new,38899000
https://api.torob.com/v4/base-product/details-log-click/?prk=eedceb30-5b61-4225-b819-46d515ed80e9,Ryzen 9,32 gb,,1 tb,16 gb,14 inch,new,327979000
https://api.torob.com/v4/base-product/details-log-click/?prk=80b3cc5a-5fcb-4a0b-88e4-b5602661168a,Core i7,16 gb,,512 gb,8 gb,15.6 inch,new,59979000
https://api.torob.com/v4/base-product/details-log-click/?prk=1721074c-51dc-433a-93d6-f602b96c99ba,Core i9,16 gb,,1 tb,8 gb,15.6 inch,new,76900000
https://api.torob.com/v4/base-product/details-log-click/?prk=39bcc530-0b9c-405f-b48a-ce667469884a,Core i5,8 gb,,512 gb,4 gb,15.6 inch,new,32100000
https://api.torob.com/v4/base-product/details-log-click/?prk=11eb5606-6a55-4ad8-b3a3-0c1edd7eb014,Core i7,16 gb,,512 gb,2 gb,15.6 inch,stock,22450000
https://api.torob.com/v4/base-product/details-log-click/?prk=b48e2747-c534-4a74-9845-969663357f71,Core i9,64 gb,,4 tb,16 gb,17 inch,new,299500000
https://api.torob.com/v4/base-product/details-log-click/?prk=6f47f223-d467-4845-a63c-91179bce0689,Core i5,16 gb,,512 gb,unified,15.6 inch,new,27750000
https://api.torob.com/v4/base-product/details-log-click/?prk=3a37cb74-5458-4134-8025-944ab8ee8983,Core i7,8 gb,,256 gb,,14 inch,stock,14000000
https://api.torob.com/v4/base-product/details-log-click/?prk=f00d6e1d-e622-4d65-b4ef-189b284c7c61,Core i7,16 gb,,1 tb,4 gb,14 inch,new,52200000
https://api.torob.com/v4/base-product/details-log-click/?prk=ae3c1239-1b6e-42ca-810c-54a128df2b80,Core i9,16 gb,,512 gb,8 gb,15.6 inch,new,109200000
https://api.torob.com/v4/base-product/details-log-click/?prk=3de72228-6921-47ed-929c-116f47a4bf70,Core i7,16 gb,,512 gb,4 gb,15.6 inch,new,47000000
https://api.torob.com/v4/base-product/details-log-click/?prk=4f121841-9e29-4764-8378-58924ade70e3,Core i5,8 gb,,,,,stock,0
https://api.torob.com/v4/base-product/details-log-click/?prk=973b3e66-e405-40e4-a7ba-5b8419ebde06,Ryzen 3,4 gb,,256 gb,,15.6 inch,new,16500000
https://api.torob.com/v4/base-product/details-log-click/?prk=a70e95e7-2f75-4e9a-8690-30621c34e48e,Core i7,16 gb,,1 tb,6 gb,15.6 inch,new,61800000
https://api.torob.com/v4/base-product/details-log-click/?prk=424819fd-4c84-4ff4-aaa3-761959c95e37,Core i7,16 gb,,1 tb,6 gb,15.6 inch,new,67400000
https://api.torob.com/v4/base-product/details-log-click/?prk=249c0a3f-8b20-4e8b-b993-f44525b82d43,Core i9,32 gb,,2 tb,12 gb,16 inch,new,194979000
https://api.torob.com/v4/base-product/details-log-click/?prk=03ae390b-a8de-4723-b536-2797ec9ed449,Ryzen 7,16 gb,,1 tb,4 gb,17.3 inch,new,57479000
https://api.torob.com/v4/base-product/details-log-click/?prk=081b65ba-4d09-4b4a-9277-5cc919a41681,Core i7,16 gb,1 tb,256 gb,2 gb,15.6 inch,new,34690000
https://api.torob.com/v4/base-product/details-log-click/?prk=b5ba4693-1697-4c1f-9966-ec3ca87a12b0,Core i5,8 gb,,512 gb,4 gb,17.3 inch,new,45595000
https://api.torob.com/v4/base-product/details-log-click/?prk=97774ab3-c918-443a-8a2a-37da9aef3029,Core i7,32 gb,,1 tb,6 gb,15.6 inch,new,62870000
https://api.torob.com/v4/base-product/details-log-click/?prk=fa284502-383a-445b-9104-bae7ede9c61d,Core i7,16 gb,,512 gb,unified,15 inch,new,29900000
https://api.torob.com/v4/base-product/details-log-click/?prk=2984237b-7e74-4534-b66a-c91e5ff0299e,,,,,,13 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=b7de31f2-e3a5-4e82-aa18-a14552af3889,Core i7,8 gb,,256 gb,2 gb,15.6 inch,new,14800000
https://api.torob.com/v4/base-product/details-log-click/?prk=6eb96c5a-3491-4c79-b831-91dfd6e6baac,M2,16 gb,,1 tb,unified,13.6 inch,new,85000000
https://api.torob.com/v4/base-product/details-log-click/?prk=98ebb57f-556e-4352-a4bf-506a9e88a38e,Core i5,8 gb,,1 tb,,15.6 inch,new,32750000
https://api.torob.com/v4/base-product/details-log-click/?prk=ec9eb3f8-81e4-47b9-865e-a23fae46b532,,,,,,,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=7e40bcd6-6217-4481-b281-65fb2dd3044c,Core i7,32 gb,,2 tb,4 gb,14.4 inch,new,151295000
https://api.torob.com/v4/base-product/details-log-click/?prk=e6521081-6975-4d62-b814-676f4447e2e6,Core i5,8 gb,1 tb,1 tb,4 gb,15.6 inch,new,33990000
https://api.torob.com/v4/base-product/details-log-click/?prk=626e1dad-af4e-4351-9a46-0a8b60436d33,Core i3,12 gb,1 tb,256 gb,unified,15.6 inch,new,14979000
https://api.torob.com/v4/base-product/details-log-click/?prk=02ac0957-a695-40e0-83d2-a819b951bec4,Ryzen 5,8 gb,,1 tb,unified,15.6 inch,new,28599000
https://api.torob.com/v4/base-product/details-log-click/?prk=1b0c8f8d-5600-4591-8f3b-f14258a240e4,Core i7,16 gb,512 gb,512 gb,2 gb,15.6 inch,stock,15600000
https://api.torob.com/v4/base-product/details-log-click/?prk=9e6a4a72-dc90-4fa4-8896-d88b136ef606,Core i5,,,512 gb,,14.1 inch,new,34190000
https://api.torob.com/v4/base-product/details-log-click/?prk=b2e55965-5e35-47a9-8a5a-ed19c05fae85,Core i3,4 gb,,,,15.6 inch,stock,6900000
https://api.torob.com/v4/base-product/details-log-click/?prk=03c5371e-56ed-4582-ae43-846c262afd40,Ryzen 7,32 gb,,1 tb,4 gb,13.4 inch,new,72300000
https://api.torob.com/v4/base-product/details-log-click/?prk=0407ba34-0e1c-426a-a2a2-aed77b5bdb6e,Core i5,8 gb,,512 gb,unified,15.6 inch,new,29950000
https://api.torob.com/v4/base-product/details-log-click/?prk=599f63a5-f9c8-41a0-bbeb-4029d687e7a8,,,,,,,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=3b9dad5b-fd2f-4530-8816-60f6ca74fb28,Core i9,,,1 tb,,17 inch,new,75000000
https://api.torob.com/v4/base-product/details-log-click/?prk=e41c9dc9-e634-4164-82e6-ef0f345191ec,Core i9,16 gb,,1 tb,8 gb,17.3 inch,new,109380000
https://api.torob.com/v4/base-product/details-log-click/?prk=fa65fc4d-603c-4ea6-9669-bbe129075818,Ryzen 7,16 gb,512 gb,512 gb,unified,15.6 inch,new,27750000
https://api.torob.com/v4/base-product/details-log-click/?prk=a2a7b0de-60d3-4d1f-b73e-7ecef9858e7f,M2,64 gb,,1 tb,unified,16 inch,new,216900000
https://api.torob.com/v4/base-product/details-log-click/?prk=3eb7faa0-2289-4daf-9198-4308db3f6f1b,Ryzen 9,16 gb,,1 tb,,14.1 inch,stock,58000000
https://api.torob.com/v4/base-product/details-log-click/?prk=fbcb8cc8-1b4b-44e0-b04a-1d42935d2852,Core i7,16 gb,,1 tb,4 gb,15.6 inch,new,55500000
https://api.torob.com/v4/base-product/details-log-click/?prk=bb4e7262-9b2b-43d7-8ea5-693bdf0d1b8e,Ryzen 9,32 gb,,1 tb,16 gb,16 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=5e1e1807-d52c-41a9-b60a-2bdcb90202ef,Ryzen 7,16 gb,,512 gb,4 gb,15.6 inch,new,49900000
https://api.torob.com/v4/base-product/details-log-click/?prk=a7def7b0-5b46-436c-bcb2-64200e7a3d53,Core i5,8 gb,,512 gb,4 gb,15.6 inch,new,38797000
https://api.torob.com/v4/base-product/details-log-click/?prk=332055c4-4b0d-493a-b410-7247f19985aa,Core i7,8 gb,1 tb,1 tb,2 gb,15.6 inch,new,28000000
https://api.torob.com/v4/base-product/details-log-click/?prk=a81ce4c8-f1a0-4bc3-9b53-05a649f80603,Core i7,16 gb,,512 gb,unified,15.6 inch,new,34600000
https://api.torob.com/v4/base-product/details-log-click/?prk=e4b06e95-10d0-4a50-8c79-0fee772557d1,Core i5,16 gb,,256 gb,unified,14.4 inch,new,72283000
https://api.torob.com/v4/base-product/details-log-click/?prk=25545872-153b-4b83-9df3-0db0c5665670,Ryzen 5,8 gb,,256 gb,2 gb,15.6 inch,new,27000000
https://api.torob.com/v4/base-product/details-log-click/?prk=8f0d763f-fdb5-43b2-9fe1-d304f348458c,Core i7,16 gb,,512 gb,4 gb,15.6 inch,stock,20000000
https://api.torob.com/v4/base-product/details-log-click/?prk=a1fed6f7-720d-4318-96b3-33844042aa81,Celeron,4 gb,,128 gb,unified,14 inch,new,10500000
https://api.torob.com/v4/base-product/details-log-click/?prk=30a912c7-58fd-4541-a17b-270e10acc15c,Core i9,16 gb,,1 tb,6 gb,17.3 inch,new,100000
https://api.torob.com/v4/base-product/details-log-click/?prk=b62ca141-c0ba-4d73-90f6-968f5533944a,Core i7,16 gb,,2 gb,6 gb,17 inch,stock,23800000
https://api.torob.com/v4/base-product/details-log-click/?prk=e5570eb6-9f63-469e-b63b-eff68cac80e6,,,,,,16.2 inch,new,242000000
https://api.torob.com/v4/base-product/details-log-click/?prk=3533c1ea-582e-4ef1-8458-57215a2ecf27,Ryzen 7,16 gb,,512 gb,4 gb,15.6 inch,new,43000000
https://api.torob.com/v4/base-product/details-log-click/?prk=b00652ff-5963-4af0-9b3b-51c9dc573e59,Ryzen 5,8 gb,,256 gb,6 gb,15.6 inch,new,37500000
https://api.torob.com/v4/base-product/details-log-click/?prk=9f950723-8b38-4d80-b478-d4058c8d4841,Ryzen 5,8 gb,1 tb,128 gb,2 gb,15.6 inch,new,17200000
