link,cpu,ram,hdd,ssd,graphic_ram,screen_size,stock_status,price
https://api.torob.com/v4/base-product/details-log-click/?prk=f533dc31-b417-470f-b6c1-7a85a3df3875,Core i5,8 gb,,512 gb,4 gb,15.6 inch,new,26797000
https://api.torob.com/v4/base-product/details-log-click/?prk=784b1c6b-d7b8-4c21-a355-2e1149859d9e,Core i5,16 gb,,1 tb,4 gb,15.6 inch,new,34979000
https://api.torob.com/v4/base-product/details-log-click/?prk=3073f19d-2e4f-45a4-9379-1f349c2ef61b,Core i7,16 gb,,1 tb,4 gb,15.6 inch,new,57879000
https://api.torob.com/v4/base-product/details-log-click/?prk=d606f83e-6ea6-46cc-af3b-caef3242a097,Core i5,8 gb,,512 gb,4 gb,15.6 inch,new,36150000
https://api.torob.com/v4/base-product/details-log-click/?prk=2982858f-a1f7-4127-8c28-c4c4c2b550f9,Ryzen 5,8 gb,,512 gb,unified,15.6 inch,new,17980000
https://api.torob.com/v4/base-product/details-log-click/?prk=877906d9-a5d9-4282-9b2b-9473894c748f,Pentium,8 gb,,256 gb,unified,13.3 inch,new,20689000
https://api.torob.com/v4/base-product/details-log-click/?prk=05247065-714f-4ef9-b8d7-eb1a25d0f1b0,Core i5,8 gb,,512 gb,6 gb,15.6 inch,new,49700000
https://api.torob.com/v4/base-product/details-log-click/?prk=4e63c7dd-fb29-4693-a518-9d8d2cc00f3d,Core i3,4 gb,,256 gb,unified,15.6 inch,new,17980000
https://api.torob.com/v4/base-product/details-log-click/?prk=b7c1dcf0-f106-4552-9960-922c156daca4,Core i7,,,,,,new,34500000
https://api.torob.com/v4/base-product/details-log-click/?prk=32d1d25a-3217-45b6-a7df-046e1d5b390a,Core i5,16 gb,,512 gb,4 gb,15.6 inch,new,40479000
https://api.torob.com/v4/base-product/details-log-click/?prk=e9cd7c0b-5077-4752-91bc-485c71dac56f,Ryzen 5,12 gb,1 tb,256 gb,2 gb,15.6 inch,new,19670000
https://api.torob.com/v4/base-product/details-log-click/?prk=4bcce05f-90da-41a3-a42d-8e1d4372dd00,M2,8 gb,,512 gb,unified,13.6 inch,new,69900000
https://api.torob.com/v4/base-product/details-log-click/?prk=f3259ca9-b8e5-432e-b5fb-45a3ff123b59,M2,16 gb,,1 tb,unified,16 inch,new,123500000
https://api.torob.com/v4/base-product/details-log-click/?prk=9ce0b417-a326-4865-a1ba-0c22dae36d14,Ryzen 7,16 gb,,1 tb,4 gb,15.6 inch,new,49400000
https://api.torob.com/v4/base-product/details-log-click/?prk=96b8e44c-aa81-4c26-99ce-c82709604ec8,Core i7,16 gb,,1 tb,6 gb,16 inch,new,56250000
https://api.torob.com/v4/base-product/details-log-click/?prk=cdc26898-28be-4b70-af0a-c8d47d5fe2b8,Core i5,8 gb,,512 gb,unified,14 inch,new,24200000
https://api.torob.com/v4/base-product/details-log-click/?prk=3c89cd92-f361-4851-94e8-256ab1244327,Ryzen 7,16 gb,1 tb,1 tb,4 gb,15.6 inch,new,40180000
https://api.torob.com/v4/base-product/details-log-click/?prk=c8b1b284-a486-4f71-b605-ddb2196075ea,Core i3,4 gb,,256 gb,unified,15.6 inch,stock,5000000
https://api.torob.com/v4/base-product/details-log-click/?prk=8833601c-e75d-4772-9973-65c0af7fc17d,Core i5,8 gb,,256 gb,1 gb,14 inch,stock,9800000
https://api.torob.com/v4/base-product/details-log-click/?prk=0f54bcd2-f98b-4c80-95f5-ff7681daa609,M2,16 gb,,1 tb,unified,14 inch,new,115700000
https://api.torob.com/v4/base-product/details-log-click/?prk=2cc16487-9045-4e79-9f5a-9849f072d488,Core 2 Duo,2 gb,250 gb,,,14 inch,new,2890000
https://api.torob.com/v4/base-product/details-log-click/?prk=e3ac6845-d4df-43e6-bb32-461207eef4a7,Core i3,8 gb,,256 gb,2 gb,15.6 inch,new,14800000
https://api.torob.com/v4/base-product/details-log-click/?prk=750bef38-2c1f-4c36-90f6-3890bc7647bb,Core i7,16 gb,,1 tb,6 gb,15.6 inch,new,55300000
https://api.torob.com/v4/base-product/details-log-click/?prk=b25fbd52-9897-4724-958f-43e10d875ad7,Core i3,4 gb,,256 gb,unified,15.6 inch,new,13979000
https://api.torob.com/v4/base-product/details-log-click/?prk=55bb5008-0880-4523-901f-f61e4bfb9a34,Core i3,8 gb,,512 gb,unified,15.6 inch,new,14995000
https://api.torob.com/v4/base-product/details-log-click/?prk=f596e027-0fdc-46cb-a8fa-6bfee1d31973,Core i5,8 gb,1 tb,128 gb,2 gb,15.6 inch,new,21800000
https://api.torob.com/v4/base-product/details-log-click/?prk=3d4c0366-24bc-41ea-909b-8dd4f692a039,Core i7,32 gb,,1 tb,unified,13.5 inch,new,55000000
https://api.torob.com/v4/base-product/details-log-click/?prk=9af463e4-951b-415a-ab08-c62ac3e6999f,Core i5,16 gb,,512 gb,4 gb,15.6 inch,new,43200000
https://api.torob.com/v4/base-product/details-log-click/?prk=a1285338-d451-4109-b247-ff196e551386,Ryzen 9,32 gb,,1 tb,8 gb,14 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=4278db58-c71e-4d61-b538-c92b74d96edd,Core i5,8 gb,,512 gb,unified,14 inch,new,22295000
https://api.torob.com/v4/base-product/details-log-click/?prk=815a924d-dbfe-4d34-a9d8-aed72fff8872,Core i3,8 gb,,256 gb,unified,15.6 inch,new,16900000
https://api.torob.com/v4/base-product/details-log-click/?prk=6b463ea0-a3fd-4a1a-a8a8-f941c20c13cd,Core i5,16 gb,,512 gb,4 gb,16.1 inch,new,40900000
https://api.torob.com/v4/base-product/details-log-click/?prk=dd10f0d1-82f0-4467-8f58-4480d94b228e,Core i5,32 gb,,1 tb,4 gb,15.6 inch,new,41100000
https://api.torob.com/v4/base-product/details-log-click/?prk=9e9b37b9-68d0-4542-bcb8-6557e1142fff,Core i7,16 gb,,1 tb,2 gb,15.6 inch,new,31500000
https://api.torob.com/v4/base-product/details-log-click/?prk=2d52f8f4-0447-45e3-bbae-135b24785c92,Core i3,4 gb,,256 gb,2 gb,15.6 inch,new,21900000
https://api.torob.com/v4/base-product/details-log-click/?prk=352e9f30-d27e-4f7a-b034-3fe4aede3046,Core i5,8 gb,,256 gb,4 gb,16.1 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=a70d51b4-d8f1-4aab-8690-53831e63d8db,Core i5,8 gb,1 tb,512 gb,2 gb,15.6 inch,new,21800000
https://api.torob.com/v4/base-product/details-log-click/?prk=fcf42cfd-7f18-4d3d-9bf7-f4eaca0aff62,Core i7,16 gb,,512 gb,,13 inch,new,25609752
https://api.torob.com/v4/base-product/details-log-click/?prk=206348c0-6c4b-4e97-b4f9-2e7dea824fe9,Core i7,16 gb,,1 tb,6 gb,15.6 inch,new,74779000
https://api.torob.com/v4/base-product/details-log-click/?prk=fc650e30-395a-4919-9d2d-c74cd98c20b5,Core i5,16 gb,,256 gb,unified,12.4 inch,new,34132000
https://api.torob.com/v4/base-product/details-log-click/?prk=fc67cc44-6796-44fc-a9ad-4e8405f18317,Core i7,16 gb,,1 tb,4 gb,15.6 inch,new,38500000
https://api.torob.com/v4/base-product/details-log-click/?prk=abba3dd7-915b-4519-ae1d-7f113543da1a,Core i5,,,,,13 inch,stock,20200000
https://api.torob.com/v4/base-product/details-log-click/?prk=a1d0dc40-ff80-45e6-aa4b-0c99d087a589,Core i7,8 gb,,512 gb,4 gb,15.6 inch,new,46200000
https://api.torob.com/v4/base-product/details-log-click/?prk=3a6fd1d3-9bf3-4f4c-b8b9-d15531db4899,Core i5,8 gb,,512 gb,4 gb,15.6 inch,new,25500000
https://api.torob.com/v4/base-product/details-log-click/?prk=d3845bf1-6f9f-43b2-bdbc-bbe2677311cc,Core i9,32 gb,,1 tb,12 gb,16 inch,new,171499000
https://api.torob.com/v4/base-product/details-log-click/?prk=6e4d3574-6629-4204-8697-fa2907c1e781,Core i5,16 gb,1 tb,256 gb,4 gb,15.6 inch,new,35896000
https://api.torob.com/v4/base-product/details-log-click/?prk=4921fbf4-788f-4883-8dd0-96b5d8db6df2,Core i7,8 gb,,512 gb,4 gb,15.6 inch,new,39500000
https://api.torob.com/v4/base-product/details-log-click/?prk=a15be4ed-235c-49e7-8db6-d0ffcd4ad9b4,Core i7,16 gb,,512 gb,unified,14 inch,stock,15500000
https://api.torob.com/v4/base-product/details-log-click/?prk=28c7407d-ef10-45e0-ac91-22eab48ff6b0,Core i3,4 gb,,256 gb,2 gb,15.6 inch,new,16300000
https://api.torob.com/v4/base-product/details-log-click/?prk=c2d7d188-f888-4a52-a459-b58a310d9cbc,Celeron,4 gb,1 tb,512 gb,unified,15.6 inch,new,8520000
https://api.torob.com/v4/base-product/details-log-click/?prk=3cf0a9eb-d352-4442-bc25-95ca7df88810,Core i7,8 gb,,256 gb,,14 inch,stock,0
https://api.torob.com/v4/base-product/details-log-click/?prk=b9d090d2-f668-42da-877f-a99185d4bb19,Core i7,16 gb,512 gb,512 gb,unified,14 inch,new,16500000
https://api.torob.com/v4/base-product/details-log-click/?prk=efd4d2bc-6e49-4cc2-a02f-d3aed5a8586e,Core i7,32 gb,,512 gb,4 gb,15.6 inch,stock,28500000
https://api.torob.com/v4/base-product/details-log-click/?prk=fffa5f66-5bf7-40b3-b490-df79c656d507,Ryzen 5,16 gb,,512 gb,4 gb,15.6 inch,new,40155000
https://api.torob.com/v4/base-product/details-log-click/?prk=1d705917-6e18-485a-965f-c9b1a71c4244,,,,,,,new,18000000
https://api.torob.com/v4/base-product/details-log-click/?prk=f8ae949e-a7de-4ee8-986d-0ab154591689,Ryzen 7,16 gb,,1 tb,4 gb,15.6 inch,new,32800000
https://api.torob.com/v4/base-product/details-log-click/?prk=4452d37e-d45e-4125-bf05-293d0f465866,Core i7,16 gb,,1 tb,8 gb,15.6 inch,new,77400000
https://api.torob.com/v4/base-product/details-log-click/?prk=1e5f27ad-5b9d-44d3-b5ef-c52e609cea90,Core i5,8 gb,,512 gb,unified,13.3 inch,new,38200000
https://api.torob.com/v4/base-product/details-log-click/?prk=1b078ba2-3261-41f7-9ece-fbefc23fc3a0,Core i5,8 gb,,256 gb,4 gb,15 inch,stock,9800000
https://api.torob.com/v4/base-product/details-log-click/?prk=474f6573-64cf-4436-8e18-1a436cc0c92e,Core i5,8 gb,,256 gb,unified,14.1 inch,stock,0
https://api.torob.com/v4/base-product/details-log-click/?prk=f6e21359-0c35-4624-8453-9665a9d59080,Core i3,8 gb,1 tb,,unified,15.6 inch,new,14199000
https://api.torob.com/v4/base-product/details-log-click/?prk=04d25f3d-a73a-47dd-a080-839290e38388,,,,,,,new,10500000
https://api.torob.com/v4/base-product/details-log-click/?prk=168ebaa8-acf9-48b7-8bb2-4d4b734bee60,Core i7,16 gb,,512 gb,4 gb,15.6 inch,stock,19400000
https://api.torob.com/v4/base-product/details-log-click/?prk=5d81e84e-6694-4a69-97d0-b83b47bcd10f,Core i9,16 gb,,512 gb,6 gb,15.6 inch,new,56200000
https://api.torob.com/v4/base-product/details-log-click/?prk=e3145821-be42-435f-9880-0e027cef3fed,Core i5,8 gb,,512 gb,4 gb,15.6 inch,new,33469000
https://api.torob.com/v4/base-product/details-log-click/?prk=4251ad82-3b87-456c-bef3-5f66dd64e315,Ryzen 7,32 gb,,1 tb,8 gb,16 inch,new,53500000
https://api.torob.com/v4/base-product/details-log-click/?prk=c023ba0f-a3fe-4236-8397-3ef7ac995410,Ryzen 7,16 gb,,1 tb,unified,14 inch,new,47113000
https://api.torob.com/v4/base-product/details-log-click/?prk=c1d1560a-7c21-425a-9826-116f05e19418,,,,,,15.4 inch,stock,0
https://api.torob.com/v4/base-product/details-log-click/?prk=1f06960d-25ea-4a18-9e66-732a9779e2f3,Core i9,16 gb,,512 gb,6 gb,15.6 inch,new,75870000
https://api.torob.com/v4/base-product/details-log-click/?prk=1bb0566f-9f0e-4855-9dc9-de2a4d4847df,Core i7,16 gb,,512 gb,unified,15.6 inch,new,30966000
https://api.torob.com/v4/base-product/details-log-click/?prk=b1b63a68-e25f-4f99-835d-d93b3e23dead,Ryzen 7,16 gb,,256 gb,1 gb,14 inch,stock,11900000
https://api.torob.com/v4/base-product/details-log-click/?prk=1d02e1bc-a6dd-4b94-a2ee-ea02d745c99b,Core i7,16 gb,,512 gb,4 gb,15.6 inch,new,23000000
https://api.torob.com/v4/base-product/details-log-click/?prk=ea7cdb9d-f8ae-4253-afad-9805db9a9d03,Core i5,8 gb,256 gb,256 gb,,12.3 inch,new,13850000
https://api.torob.com/v4/base-product/details-log-click/?prk=1f607267-ce73-4916-9f5b-960230312b37,Core i9,16 gb,,1 tb,4 gb,13.4 inch,new,90860023
https://api.torob.com/v4/base-product/details-log-click/?prk=99537331-7140-4998-815e-095cea9480d9,Core i7,8 gb,0 gb,512 gb,6 gb,15 inch,new,46990000
https://api.torob.com/v4/base-product/details-log-click/?prk=212aec4c-4dae-40bc-9e98-43ad31a276fc,Core i9,64 gb,,4 tb,16 gb,17.3 inch,new,275000000
https://api.torob.com/v4/base-product/details-log-click/?prk=37ac8348-99e9-4ab4-97b9-c97e3d1530f1,M2,8 gb,,512 gb,unified,13.3 inch,new,100000
https://api.torob.com/v4/base-product/details-log-click/?prk=d77d02bc-1692-4787-ac09-fc568042e8af,M1,16 gb,,1 tb,unified,14 inch,new,94000000
https://api.torob.com/v4/base-product/details-log-click/?prk=a9ce662f-b4c8-4827-9b07-1b59b2de8323,Core i5,16 gb,,512 gb,6 gb,17.3 inch,new,49392000
https://api.torob.com/v4/base-product/details-log-click/?prk=4660711a-447f-4cf7-acc8-ca060e13fdb2,Core i5,8 gb,,512 gb,4 gb,15.6 inch,new,40400000
https://api.torob.com/v4/base-product/details-log-click/?prk=8db4843d-890e-49e7-835d-9952f321f80a,M2,8 gb,,512 gb,unified,13.6 inch,new,70000000
https://api.torob.com/v4/base-product/details-log-click/?prk=b2c26f62-e37b-4962-ab2c-3cc775fa75dd,Core i7,,,,,13 inch,stock,20000000
https://api.torob.com/v4/base-product/details-log-click/?prk=afaa5728-ab3e-4eca-91d3-a2256e55d5b0,Core 2,,,,,14.1 inch,stock,3240000
https://api.torob.com/v4/base-product/details-log-click/?prk=e700686c-4a3a-43ba-9aec-bff50a0b7ab0,Ryzen 7,16 gb,,1 tb,8 gb,15.6 inch,new,75600000
https://api.torob.com/v4/base-product/details-log-click/?prk=84056f91-0241-4c0a-8552-8e898b43b93b,Core i5,16 gb,,512 gb,unified,16 inch,new,27600000
https://api.torob.com/v4/base-product/details-log-click/?prk=d36544dd-ea60-4d54-9d3c-8b2401a0b0d9,Ryzen 7,32 gb,,1 tb,6 gb,15.6 inch,new,56470000
https://api.torob.com/v4/base-product/details-log-click/?prk=4a826cc5-e38a-4fab-acac-d483f026a041,Ryzen 9,16 gb,,1 tb,6 gb,17.3 inch,new,64100000
https://api.torob.com/v4/base-product/details-log-click/?prk=45c5c8fe-6581-4046-9f91-4becf13b6f0f,Core i7,16 gb,,1 tb,8 gb,16 inch,new,71450000
https://api.torob.com/v4/base-product/details-log-click/?prk=782c4220-0071-445a-babe-5f6996b356b3,Core i5,16 gb,,512 gb,2 gb,15.6 inch,new,30800000
https://api.torob.com/v4/base-product/details-log-click/?prk=f381c9f9-9009-42d1-8e63-508d2f88488d,Core i7,16 gb,,256 gb,unified,13.5 inch,new,31000000
https://api.torob.com/v4/base-product/details-log-click/?prk=d5448f58-0cd3-4c2c-90de-f0279f05ffab,Core i7,16 gb,,1 tb,4 gb,15.6 inch,new,52500000
https://api.torob.com/v4/base-product/details-log-click/?prk=99a47346-f72c-428a-a4eb-dbedade5e031,Core i7,8 gb,,256 gb,2 gb,15.6 inch,new,24455214
https://api.torob.com/v4/base-product/details-log-click/?prk=21e0fa2c-471a-4d61-9e10-7dcebeca97e6,Core i7,16 gb,,512 gb,2 gb,15.6 inch,new,30600000
https://api.torob.com/v4/base-product/details-log-click/?prk=772d6f71-2ca1-4fb8-a35b-40e24272a92a,Core i7,16 gb,,512 gb,,15.6 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=afc410ea-789b-4c50-8cd6-208edbb03a5d,Athlon,4 gb,250 gb,,5 gb,15.6 inch,new,4990000
https://api.torob.com/v4/base-product/details-log-click/?prk=d97a6e50-0f24-4e7c-b646-502777106647,Ryzen 7,8 gb,,256 gb,2 gb,15.6 inch,new,32600000
https://api.torob.com/v4/base-product/details-log-click/?prk=a9154198-d67e-45f1-a7b0-7a0a767fec74,Ryzen 7,8 gb,,512 gb,4 gb,15.6 inch,new,47779000
https://api.torob.com/v4/base-product/details-log-click/?prk=1a9ebae7-7924-404a-a712-9aca77fdda3c,Core i7,32 gb,,1 tb,4 gb,15.6 inch,new,44960000
https://api.torob.com/v4/base-product/details-log-click/?prk=a8f914c8-090a-4a9d-9c86-4019fb45199c,Core i5,16 gb,,512 gb,2 gb,15.6 inch,new,28288000
https://api.torob.com/v4/base-product/details-log-click/?prk=3a33206a-b8a0-4076-bbce-0c0acb37bf83,Core i5,8 gb,256 gb,256 gb,,12.3 inch,new,22500000
https://api.torob.com/v4/base-product/details-log-click/?prk=3adcc588-d5f9-4718-807b-0259bca3716a,Ryzen 5,8 gb,,512 gb,2 gb,16 inch,new,27289000
https://api.torob.com/v4/base-product/details-log-click/?prk=16e49de5-76b7-4276-816f-1b48bf0fe05c,Celeron,4 gb,,256 gb,unified,14 inch,new,10900000
https://api.torob.com/v4/base-product/details-log-click/?prk=31d969bd-2658-481d-8248-f6e490f309b5,,,,,,,new,10600000
https://api.torob.com/v4/base-product/details-log-click/?prk=a6f99504-f483-455e-9f04-7f72b4d4e62f,Ryzen 7,16 gb,,1 tb,6 gb,17.3 inch,new,66500000
https://api.torob.com/v4/base-product/details-log-click/?prk=8d9d3d1f-6d36-4332-9a6c-7fc3051623a2,Core i3,8 gb,,512 gb,unified,14 inch,new,25643000
https://api.torob.com/v4/base-product/details-log-click/?prk=d25aeb5e-e612-4679-8cfb-8ff47a346381,,,,,,,new,26500000
https://api.torob.com/v4/base-product/details-log-click/?prk=bc693da9-b3dd-4c8e-9158-f7310b7712db,Core i7,8 gb,,512 gb,4 gb,15.6 inch,new,29400000
https://api.torob.com/v4/base-product/details-log-click/?prk=1a6bdd2c-2e0e-4743-acc0-8f8f85615dc6,Core i7,12 gb,,512 gb,4 gb,14.5 inch,new,47890000
https://api.torob.com/v4/base-product/details-log-click/?prk=9cd2163d-af59-4e66-81e3-32bc46994890,Core i5,16 gb,,512 gb,6 gb,15.6 inch,new,0
https://api.torob.com/v4/base-product/details-log-click/?prk=221639d6-6532-41e8-809e-0a66b5620796,Core i7,16 gb,,1 tb,6 gb,15.6 inch,new,63500000
https://api.torob.com/v4/base-product/details-log-click/?prk=18f6d00f-5d7d-42fc-a905-8961e88b556a,Core i7,16 gb,,1 tb,unified,17.3 inch,new,46339000
https://api.torob.com/v4/base-product/details-log-click/?prk=d521a7a8-1143-44b1-bfcc-1b357b37d92f,Core i3,8 gb,,512 gb,unified,15.6 inch,new,14890000
https://api.torob.com/v4/base-product/details-log-click/?prk=99747eb9-5ce5-4e4a-975c-1419f5573b67,Ryzen 9,64 gb,,4 tb,16 gb,16 inch,new,344979000
https://api.torob.com/v4/base-product/details-log-click/?prk=bb31ac9c-fb98-4075-bc75-c2d5119c3e9c,Core i7,8 gb,1 tb,256 gb,2 gb,15.6 inch,new,28000000
https://api.torob.com/v4/base-product/details-log-click/?prk=055c2e90-383a-4ed5-89b1-d0d4f9dac308,Ryzen 9,32 gb,,1 tb,16 gb,16 inch,new,320600000
https://api.torob.com/v4/base-product/details-log-click/?prk=05e06396-bb9c-4110-8e2c-ac3377e6258e,Core i7,32 gb,,512 gb,4 gb,15.6 inch,new,27400000
https://api.torob.com/v4/base-product/details-log-click/?prk=81a27e19-7160-45da-810a-eaf690c0753e,Core i7,32 gb,,1 tb,6 gb,15 inch,new,114400000
https://api.torob.com/v4/base-product/details-log-click/?prk=04fd572b-8be6-46b7-9793-1c87a3e8245a,Ryzen 7,16 gb,1 tb,512 gb,4 gb,15.6 inch,new,38891000
https://api.torob.com/v4/base-product/details-log-click/?prk=243ae8cb-089d-4d2e-951b-968b65bef713,Core i7,12 gb,1 tb,256 gb,2 gb,15.6 inch,new,28864000
https://api.torob.com/v4/base-product/details-log-click/?prk=3130434c-d618-41dc-94ad-71c20bf8dd77,Core i5,8 gb,,256 gb,,14 inch,stock,0
https://api.torob.com/v4/base-product/details-log-click/?prk=9c298f74-eb2d-4fff-a7bf-201a248b3b6d,Core i5,16 gb,,1 tb,4 gb,15.6 inch,new,41889000
https://api.torob.com/v4/base-product/details-log-click/?prk=1388d809-9225-4cdd-be3f-5499e2ced857,Core i7,32 gb,,2 tb,6 gb,15.6 inch,new,59470000
https://api.torob.com/v4/base-product/details-log-click/?prk=537fe77c-8ce8-4872-83a4-4c1bffa5e11f,Core i7,16 gb,256 gb,256 gb,,15.6 inch,new,54989000
https://api.torob.com/v4/base-product/details-log-click/?prk=e0a1d2b7-1e31-4240-854c-bf6e8f0cab54,Ryzen 7,16 gb,,1 tb,6 gb,15.6 inch,new,58561000
https://api.torob.com/v4/base-product/details-log-click/?prk=16c7f245-b5ab-4c89-b19d-7544aa88ca4e,Core i7,16 gb,512 gb,512 gb,4 gb,15.6 inch,new,28490000
https://api.torob.com/v4/base-product/details-log-click/?prk=1c58f484-b190-486d-81bd-f8bc618d6788,Core i3,8 gb,,256 gb,unified,15.6 inch,new,20000000
https://api.torob.com/v4/base-product/details-log-click/?prk=276a9fce-87d8-426e-9b15-e9008f5c9eb1,Core i5,8 gb,,256 gb,,13 inch,new,23000000
https://api.torob.com/v4/base-product/details-log-click/?prk=cb20805d-94ee-4a0b-9113-f6a29b380a0a,M2,8 gb,,256 gb,unified,13.6 inch,new,59000000
https://api.torob.com/v4/base-product/details-log-click/?prk=02b64524-77f7-44ff-9bac-1395d5fd05d9,Core i7,16 gb,,512 gb,6 gb,15.6 inch,new,54890000
https://api.torob.com/v4/base-product/details-log-click/?prk=942df620-bf51-4248-98a3-ae2398f4cc38,Core i5,8 gb,,256 gb,,13.5 inch,stock,23700000
https://api.torob.com/v4/base-product/details-log-click/?prk=6819412b-4508-4f7a-9380-fc928281433c,Core i7,16 gb,,512 gb,2 gb,13.5 inch,new,31200000
https://api.torob.com/v4/base-product/details-log-click/?prk=3c48be06-8265-40f6-be37-e8dcf638fa08,Core i9,64 gb,,2 tb,,18 inch,new,240400000
https://api.torob.com/v4/base-product/details-log-click/?prk=e06c2bdf-f075-4178-a356-8d86d419fff1,Core i7,16 gb,,1 tb,2 gb,14 inch,new,68797000
https://api.torob.com/v4/base-product/details-log-click/?prk=69152ecb-7b60-4072-88a2-61f91cced17f,Core i7,16 gb,,1 tb,4 gb,15.6 inch,new,49300000
https://api.torob.com/v4/base-product/details-log-click/?prk=69148fc4-1262-4747-bf97-43df46cca31a,Core i5,8 gb,,128 gb,unified,15 inch,new,29000000
https://api.torob.com/v4/base-product/details-log-click/?prk=5d80bc90-3483-4d2d-8f53-60e003924338,Ryzen 7,,,1 tb,,15.6 inch,new,32200000
https://api.torob.com/v4/base-product/details-log-click/?prk=d6c069c1-a843-471c-a966-d15ea6a873ff,Core i5,8 gb,,256 gb,unified,13.5 inch,new,48899000
https://api.torob.com/v4/base-product/details-log-click/?prk=36abce70-e877-436f-8fc3-b90a293e2471,Core i5,16 gb,,512 gb,2 gb,15.6 inch,new,25870000
https://api.torob.com/v4/base-product/details-log-click/?prk=a8d99002-fd9e-4cae-a639-dfe7a139281b,Ryzen 7,16 gb,,512 gb,6 gb,15.6 inch,new,53890000
https://api.torob.com/v4/base-product/details-log-click/?prk=e82f1988-59ee-46ad-836a-657ecd0fded1,Core i7,8 gb,1 tb,1 tb,2 gb,15.6 inch,new,26190000
https://api.torob.com/v4/base-product/details-log-click/?prk=06dcbc2f-b742-48dc-bb10-53ef2d9a6c49,Core i5,8 gb,,512 gb,4 gb,15.6 inch,new,39900000
https://api.torob.com/v4/base-product/details-log-click/?prk=e3f2d9e9-8a28-448d-bb87-69878d8bdaa3,Ryzen 7,16 gb,,512 gb,8 gb,15.6 inch,new,64390000
https://api.torob.com/v4/base-product/details-log-click/?prk=f1a648d2-3e93-4e74-8747-984cdf7bba4e,Core i5,8 gb,,512 gb,4 gb,15.6 inch,new,36999000
https://api.torob.com/v4/base-product/details-log-click/?prk=5d412a13-cd79-42dd-9831-7fa654b56291,Ryzen 7,8 gb,,512 gb,4 gb,15.6 inch,new,43690000
https://api.torob.com/v4/base-product/details-log-click/?prk=182a8a1a-a018-4f02-8ef7-62fd56809ec8,Ryzen 5,8 gb,1 tb,256 gb,2 gb,15.6 inch,new,19100000
https://api.torob.com/v4/base-product/details-log-click/?prk=da7c8fdb-fb4f-4e27-ab68-b21201c5362b,Core i7,16 gb,,1 tb,4 gb,15.6 inch,new,49499000
https://api.torob.com/v4/base-product/details-log-click/?prk=7a59548c-1c52-4312-81db-792508d6a210,Core i7,16 gb,,512 gb,4 gb,13.4 inch,new,69000000
https://api.torob.com/v4/base-product/details-log-click/?prk=4f73f93f-95a0-44e3-9a37-386059b34a75,Ryzen 5,12 gb,512 gb,512 gb,4 gb,15.6 inch,new,16990000
https://api.torob.com/v4/base-product/details-log-click/?prk=55597526-593c-4490-9764-a3639ef9a281,Ryzen 5,8 gb,,512 gb,4 gb,15.6 inch,new,30200000
https://api.torob.com/v4/base-product/details-log-click/?prk=6f2dba61-4a80-4998-9337-d0f0aa19b780,Core i7,16 gb,,1 tb,4 gb,16 inch,new,87490000
https://api.torob.com/v4/base-product/details-log-click/?prk=ec9b9331-8e34-4087-b12f-11a2879b397f,Core i7,16 gb,,512 gb,4 gb,15.6 inch,new,43900000
https://api.torob.com/v4/base-product/details-log-click/?prk=d74b39f3-f960-442d-909f-c861f0ba2f30,Core i5,8 gb,1 tb,256 gb,4 gb,15.6 inch,new,33696000
https://api.torob.com/v4/base-product/details-log-click/?prk=c7cb7ee6-b2b3-4c6c-8468-2fcc77904d6c,M1,16 gb,,512 gb,unified,14 inch,new,91000000
https://api.torob.com/v4/base-product/details-log-click/?prk=e827ae32-06d5-4896-8674-81aab8cf2e17,Ryzen 7,16 gb,,1 tb,6 gb,15.6 inch,new,42090000
https://api.torob.com/v4/base-product/details-log-click/?prk=48ab00c8-7d91-4fe4-be0e-e4c2d3323636,Core i7,16 gb,,1 tb,unified,13 inch,new,64300000
https://api.torob.com/v4/base-product/details-log-click/?prk=546860e7-03ec-4de2-a3de-52ff0a24785d,Ryzen 7,16 gb,,512 gb,6 gb,15.6 inch,new,58000000
https://api.torob.com/v4/base-product/details-log-click/?prk=2e807c9d-9e90-445c-b137-36bcba324498,Core M5,8 gb,,,,,stock,0
https://api.torob.com/v4/base-product/details-log-click/?prk=12699fe9-4e07-4c52-b647-718bc0994b7b,Core i5,8 gb,,256 gb,2 gb,14 inch,stock,8900000
https://api.torob.com/v4/base-product/details-log-click/?prk=e7f92c71-ec66-4fca-8a3c-9084578b669f,Core i7,16 gb,,512 gb,4 gb,15.6 inch,new,53000000
https://api.torob.com/v4/base-product/details-log-click/?prk=2e35e9be-2100-41d1-92e7-cd38996e3ab4,Core i5,16 gb,,512 gb,,16.1 inch,new,52500000
https://api.torob.com/v4/base-product/details-log-click/?prk=dc2d9fd2-055d-4d41-b1ba-9503fc2790f5,Core i7,16 gb,,512 gb,4 gb,15.6 inch,new,47890000
https://api.torob.com/v4/base-product/details-log-click/?prk=17b55a18-dfae-4e64-b532-c61c56eeb7bc,Core i7,16 gb,,512 gb,4 gb,16.1 inch,new,44500000
https://api.torob.com/v4/base-product/details-log-click/?prk=8cd157e2-6c3a-439e-8cd6-b807b9bcb04d,Core i7,16 gb,,512 gb,6 gb,16.1 inch,new,59200000
